hersteller;name;typnr;kw;kraftstoff;anzahl
Opel;Astra Sports Tourer;ANJ;70;d;787
Opel;Astra Sports Tourer;ANK;81;d;5943
Opel;Astra Sports Tourer;ANL;92;d;4039
Opel;Astra Sports Tourer;ANM;118;d;1153
Opel;Astra Sports Tourer;ANN;118;d;3300
Opel;Astra Station Wagon;AAY;103;b;11755
Opel;Astra Station Wagon;ADG;66;d;2149
Opel;Astra Station Wagon;ADJ;74;d;1011
Opel;Astra Station Wagon;ADK;74;d;9798
Opel;Astra Station Wagon;ADL;88;d;7298
Opel;Astra Station Wagon;ADM;110;d;2591
Opel;Astra Station Wagon;ADP;66;b;651
Opel;Astra Station Wagon;ADQ;66;b;14778
Opel;Astra Station Wagon;ADS;77;b;16340
Opel;Astra Station Wagon;ADU;92;b;1308
Opel;Astra Station Wagon;ADV;103;b;105
Opel;Astra Station Wagon;ADW;125;b;238
Opel;Astra Station Wagon;ADX;147;b;292
Opel;Astra Station Wagon;AHD;85;b;35358
Opel;Astra Station Wagon;AHF;132;b;525
Opel;Astra Station Wagon;AHO;81;d;9766
Opel;Astra Station Wagon;AHP;92;d;2251
Opel;Astra Station Wagon;AIZ;81;d;9359
Opel;Astra Station Wagon;AJZ;92;d;1202
Opel;Astra Station Wagon;AKA;74;d;1201
Opel;Astra Station Wagon;AKC;110;d;853
Opel;Astra Station Wagon;ALE;85;g;147
Opel;Astra Twin Top;AAO;125;b;366
Opel;Astra-G-Caravan;AIB;66;b;141
Opel;Astra-G-Cc;AHY;66;b;301
Opel;Adam;ACL;66;b;725
Opel;Adam;ACN;85;b;2569
Opel;Adam;ACQ;51;b;5243
Opel;Adam;ACT;64;b;12029
Opel;Adam;ACV;64;g;118
Opel;Adam;ACY;74;b;3619
Opel;Adam;ADA;110;b;2308
Opel;Adam;BDU;66;b;3771
Opel;Adam;BDW;85;b;6349
Opel;Adam;BDX;64;g;232
Opel;Adam;BDY;51;b;12177
Opel;Adam;BDZ;64;b;28559
Opel;Adam;BEA;74;b;7281
Opel;Adam;BEE;110;b;5332
Opel;Admiral;515;103;b;111
Opel;Agila;388;43;b;12888
Opel;Agila;389;55;b;22181
Opel;Agila;517;44;b;7981
Opel;Agila;518;51;d;992
Opel;Agila;533;59;b;4398
Opel;Astra;ADY;77;b;1488
Opel;Astra;AEA;92;b;1594
Opel;Astra;AEC;110;b;725
Opel;Astra;AEE;74;b;472
Opel;Astra;AEI;70;d;234
Opel;Astra;AEK;81;d;404
Opel;Astra;AEM;100;d;194
Opel;Astra;AIZ;66;b;178
Opel;Astra;AVD;103;g;102
Opel;Astra;AVY;74;b;105
Opel;Astra;AXD;64;b;1572
Opel;Astra;AXE;74;b;576
Opel;Astra;AXF;74;b;4765
Opel;Astra;AXG;88;b;5507
Opel;Astra;AXH;88;b;4830
Opel;Astra;AXI;103;b;4846
Opel;Astra;AXJ;103;b;11739
Opel;Astra;AXK;103;g;181
Opel;Astra;AXL;85;b;8588
Opel;Astra;AXM;85;b;4980
Opel;Astra;AXN;132;b;164
Opel;Astra;AXO;70;d;279
Opel;Astra;AXQ;81;d;1932
Opel;Astra;AXS;96;d;1719
Opel;Astra;AXT;121;d;343
Opel;Astra;AXU;121;d;2215
Opel;Astra;AYL;143;d;107
Opel;Astra;AYR;125;b;772
Opel;Astra;BBK;100;d;1003
Opel;Astra;BBS;81;d;1577
Opel;Astra;BFJ;77;b;3987
Opel;Astra;BFK;74;b;1060
Opel;Astra;BFL;92;b;3296
Opel;Astra;BFM;110;b;2099
Opel;Astra;BFN;147;b;113
Opel;Astra;BFO;70;d;778
Opel;Astra;BFP;81;d;1446
Opel;Astra;BFQ;100;d;870
Opel;Astra;030;59;d;557
Opel;Astra;031;66;b;16463
Opel;Astra;032;74;d;3305
Opel;Astra;033;77;b;28240
Opel;Astra;034;92;b;10393
Opel;Astra;035;125;b;704
Opel;Astra;039;147;b;179
Opel;Astra;539;88;d;370
Opel;Astra;540;110;d;427
Opel;Astra;541;66;d;170
Opel;Astra -G-Cc;342;48;b;3426
Opel;Astra Gtc;AFT;206;b;205
Opel;Astra Gtc;ATR;74;b;263
Opel;Astra Gtc;ATS;88;b;1477
Opel;Astra Gtc;ATT;103;b;5247
Opel;Astra Gtc;ATU;132;b;2184
Opel;Astra Gtc;ATW;81;d;118
Opel;Astra Gtc;ATX;96;d;231
Opel;Astra Gtc;ATY;121;d;1803
Opel;Astra Gtc;AWI;206;b;2129
Opel;Astra Gtc;AXX;143;d;280
Opel;Astra Gtc;AYT;125;b;673
Opel;Astra Gtc;BBA;147;b;392
Opel;Astra Gtc;BDQ;100;d;299
Opel;Astra Gtc;546;66;b;1101
Opel;Astra Gtc;547;77;b;4006
Opel;Astra Gtc;548;92;b;2601
Opel;Astra Gtc;550;74;d;285
Opel;Astra Gtc;551;125;b;470
Opel;Astra Gtc;552;147;b;669
Opel;Astra Gtc;554;88;d;249
Opel;Astra Gtc;555;110;d;451
Opel;Astra Gtc;568;177;b;136
Opel;Astra Notchback;AWM;74;b;131
Opel;Astra Notchback;AWN;103;b;2019
Opel;Astra Notchback;AWO;85;b;736
Opel;Astra Notchback;AWR;81;d;105
Opel;Astra Notchback;AWS;96;d;150
Opel;Astra Sports Tourer;AEQ;77;b;1123
Opel;Astra Sports Tourer;AES;92;b;1966
Opel;Astra Sports Tourer;AEU;110;b;1149
Opel;Astra Sports Tourer;AEW;74;b;276
Opel;Astra Sports Tourer;AFA;70;d;755
Opel;Astra Sports Tourer;AFC;81;d;3618
Opel;Astra Sports Tourer;AFE;100;d;1885
Opel;Astra Sports Tourer;ASU;96;d;6382
Opel;Astra Sports Tourer;AWA;103;g;623
Opel;Astra Sports Tourer;AXW;143;d;353
Opel;Astra Sports Tourer;AYS;125;b;1795
Opel;Astra Sports Tourer;BBM;100;d;9246
Opel;Astra Sports Tourer;BBU;81;d;13623
Opel;Astra Sports Tourer;BHJ;77;b;1442
Opel;Astra Sports Tourer;BHK;74;b;398
Opel;Astra Sports Tourer;BHL;92;b;2091
Opel;Astra Sports Tourer;BHM;110;b;1608
Opel;Astra Sports Tourer;BHN;147;b;163
Opel;Astra Sports Tourer;BHO;70;d;1388
Opel;Astra Sports Tourer;BHP;81;d;5183
Opel;Astra Sports Tourer;BHQ;100;d;2420
Opel;Astra Sports Tourer;BHR;118;d;161
Opel;Astra Sports Tourer+;AER;77;b;1022
Opel;Astra Sports Tourer+;AET;92;b;5528
Opel;Astra Sports Tourer+;AEV;110;b;6628
Opel;Astra Sports Tourer+;AEZ;147;b;1446
Opel;Astra Sports Tourer+;AFD;81;d;4662
Opel;Astra Sports Tourer+;AFF;100;d;6251
Opel;Astra Sports Tourer+;AFH;118;d;757
Opel;Astra Sports Tourer+;AJR;110;d;136
Opel;Astra Sports Tourer+;BHS;77;b;1243
Opel;Astra Sports Tourer+;BHU;92;b;7183
Opel;Astra Sports Tourer+;BHV;110;b;10237
Opel;Astra Sports Tourer+;BHW;147;b;1511
Opel;Astra Sports Tourer+;BHX;70;d;154
Opel;Astra Sports Tourer+;BHY;81;d;7463
Opel;Astra Sports Tourer+;BHZ;100;d;9365
Opel;Astra Sports Tourer+;BIA;118;d;2931
Opel;Astra Station Wagon;041;66;b;3636
Opel;Astra Station Wagon;042;77;b;14179
Opel;Astra Station Wagon;043;92;b;7685
Opel;Astra Station Wagon;044;125;b;506
Opel;Astra Station Wagon;045;147;b;309
Opel;Astra Station Wagon;046;59;d;1200
Opel;Astra Station Wagon;047;74;d;3934
Opel;Astra Station Wagon;048;88;d;1986
Opel;Astra Station Wagon;049;110;d;1476
Opel;Astra Station Wagon;542;66;d;118
Opel;Astra Station Wagon;571;74;d;639
Opel;Astra+;ADZ;77;b;1048
Opel;Astra+;AEB;92;b;4694
Opel;Astra+;AED;110;b;4060
Opel;Astra+;AEH;147;b;936
Opel;Astra+;AEL;81;d;474
Opel;Astra+;AEN;100;d;584
Opel;Astra+;AEP;118;d;175
Opel;Astra+;BGE;77;b;5102
Opel;Astra+;BGF;74;b;101
Opel;Astra+;BGG;92;b;10376
Opel;Astra+;BGH;110;b;10648
Opel;Astra+;BGI;147;b;1081
Opel;Astra+;BGJ;70;d;135
Opel;Astra+;BGK;81;d;1754
Opel;Astra+;BGL;100;d;3293
Opel;Astra+;BGM;118;d;763
Opel;Astra-Cabrio Gl;959;55;b;1593
Opel;Astra-Cabrio-Gl;896;85;b;460
Opel;Astra-Cabrio-Gl;897;52;b;1858
Opel;Astra-Cabrio-Gl;938;85;b;625
Opel;Astra-F;303;55;b;316
Opel;Astra-F-Cabrio;328;55;b;1505
Opel;Astra-F-Cabrio;329;85;b;415
Opel;Astra-F-Caravan;321;55;b;2888
Opel;Astra-F-Caravan;322;74;b;476
Opel;Astra-F-Cc;309;44;b;352
Opel;Astra-F-Cc;312;55;b;4478
Opel;Astra-F-Cc;313;74;b;571
Opel;Astra-G;362;55;b;2631
Opel;Astra-G;363;74;b;3937
Opel;Astra-G;365;85;b;667
Opel;Astra-G;367;100;b;127
Opel;Astra-G;404;62;b;1517
Opel;Astra-G;405;92;b;566
Opel;Astra-G;476;76;b;103
Opel;Astra-G-Cabrio;421;108;b;6980
Opel;Astra-G-Cabrio;422;92;b;6588
Opel;Astra-G-Cabrio;423;74;b;3217
Opel;Astra-G-Cabrio;451;141;b;261
Opel;Astra-G-Cabrio;466;92;d;336
Opel;Astra-G-Cabrio;472;76;b;1574
Opel;Astra-G-Cabrio;474;147;b;328
Opel;Astra-G-Caravan;350;48;b;428
Opel;Astra-G-Caravan;351;66;b;205
Opel;Astra-G-Caravan;352;55;b;16111
Opel;Astra-G-Caravan;353;74;b;33675
Opel;Astra-G-Caravan;354;50;d;254
Opel;Astra-G-Caravan;355;85;b;3485
Opel;Astra-G-Caravan;356;60;d;728
Opel;Astra-G-Caravan;357;100;b;882
Opel;Astra-G-Caravan;376;55;d;2447
Opel;Astra-G-Caravan;377;74;d;3746
Opel;Astra-G-Caravan;391;108;b;719
Opel;Astra-G-Caravan;409;55;b;446
Opel;Astra-G-Caravan;410;62;b;15422
Opel;Astra-G-Caravan;411;92;b;3859
Opel;Astra-G-Caravan;464;92;d;610
Opel;Astra-G-Caravan;477;76;b;4247
Opel;Astra-G-Caravan;478;147;b;216
Opel;Astra-G-Caravan;500;59;d;2047
Opel;Astra-G-Caravan-Cng;012;71;g;723
Opel;Astra-G-Cc;343;66;b;455
Opel;Astra-G-Cc;344;55;b;36695
Opel;Astra-G-Cc;345;74;b;55269
Opel;Astra-G-Cc;347;85;b;6222
Opel;Astra-G-Cc;348;60;d;366
Opel;Astra-G-Cc;349;100;b;1817
Opel;Astra-G-Cc;378;55;d;1449
Opel;Astra-G-Cc;379;74;d;1197
Opel;Astra-G-Cc;384;118;b;272
Opel;Astra-G-Cc;393;108;b;1001
Opel;Astra-G-Cc;406;55;b;4167
Opel;Astra-G-Cc;407;62;b;38061
Opel;Astra-G-Cc;408;92;b;5338
Opel;Astra-G-Cc;463;92;d;183
Opel;Astra-G-Cc;470;76;b;2949
Opel;Astra-G-Cc;471;147;b;245
Opel;Astra-G-Cc;497;59;d;783
Opel;Astra-G-Coupe;385;85;b;1867
Opel;Astra-G-Coupe;392;108;b;4041
Opel;Astra-G-Coupe;398;92;b;1675
Opel;Astra-G-Coupe;399;140;b;434
Opel;Astra-G-Coupe;436;141;b;426
Opel;Astra-G-Coupe;475;147;b;189
Opel;Berlina;226;85;b;143
Opel;Berlina;253;55;b;184
Opel;Berlina;254;66;b;101
Opel;Berlina;256;66;b;102
Opel;Berlina;297;74;b;158
Opel;Combo;ASD;70;b;1529
Opel;Combo;ASE;77;d;1787
Opel;Combo;ASF;99;d;171
Opel;Combo;ASG;88;g;295
Opel;Combo;ASH;66;d;787
Opel;Combo;AYK;88;b;532
Opel;Combo;BFS;70;d;673
Opel;Combo;BFT;88;d;665
Opel;Combo Life;AHB;96;d;437
Opel;Combo Life;AHI;81;b;619
Opel;Combo Life;AIK;75;d;565
Opel;Combo-C;AAP;55;d;3226
Opel;Combo-C;AAQ;55;d;473
Opel;Combo-C;AET;66;b;6313
Opel;Combo-C;AEU;66;b;496
Opel;Combo-C;AEV;74;d;3204
Opel;Combo-C;AJQ;74;d;172
Opel;Combo-C-Cng;AFY;69;g;2453
Opel;Corsa;AFO;44;b;42895
Opel;Corsa;AFQ;59;b;145952
Opel;Corsa;AFR;66;b;41127
Opel;Corsa;AFS;55;d;17933
Opel;Corsa;AFT;66;d;4407
Opel;Corsa;AGW;92;d;1515
Opel;Corsa;AHA;141;b;2557
Opel;Corsa;AHU;110;b;2180
Opel;Corsa;AKE;70;d;8519
Opel;Corsa;AKH;59;g;502
Opel;Corsa;AKI;66;g;365
Opel;Corsa;ALG;96;d;1208
Opel;Corsa;ALH;48;b;283
Opel;Corsa;ALI;51;b;89982
Opel;Corsa;ALJ;63;b;37684
Opel;Corsa;ALK;64;b;111511
Opel;Corsa;ALL;74;b;42855
Opel;Corsa;ASI;63;g;1548
Opel;Corsa;AUI;155;b;657
Opel;Corsa;AWH;88;b;1775
Opel;Calibra;844;85;b;2874
Opel;Calibra;845;110;b;492
Opel;Calibra;870;150;b;521
Opel;Calibra;904;125;b;782
Opel;Calibra;922;100;b;1043
Opel;Cascada;AGP;103;b;324
Opel;Cascada;AGQ;147;b;215
Opel;Cascada;AGR;125;b;346
Opel;Cascada;AJL;100;b;114
Opel;Cascada;AYA;88;b;1251
Opel;Cascada;AYB;103;b;3851
Opel;Cascada;AYC;125;b;3559
Opel;Cascada;AYE;121;d;1838
Opel;Cascada;AYF;143;d;300
Opel;Cascada;BBB;147;b;1197
Opel;Cascada;BER;125;d;819
Opel;Cd;553;132;b;305
Opel;Cd;712;130;b;312
Opel;Cd;713;115;b;121
Opel;Cd;838;150;b;452
Opel;Cd;849;110;b;118
Opel;Combo;930;44;b;242
Opel;Combo-B;155;44;b;475
Opel;Combo-C;437;64;b;4187
Opel;Combo-C;438;55;d;1322
Opel;Combo-C;439;48;d;431
Opel;Combo-C;535;66;b;1945
Opel;Combo-C;536;51;d;594
Opel;Combo-C;537;74;d;1277
Opel;Combo-C-Cng;112;71;g;1278
Opel;Commodore-C;557;85;b;341
Opel;Corsa-B;156;33;b;6347
Opel;Corsa-B;157;33;b;378
Opel;Corsa-B;160;66;b;1611
Opel;Corsa-B;161;66;b;990
Opel;Corsa-B;165;44;b;9506
Opel;Corsa-B;166;44;b;4072
Opel;Corsa-B;167;40;b;44375
Opel;Corsa-B;168;40;b;7937
Opel;Corsa-B;175;48;b;19421
Opel;Corsa-B;176;48;b;9547
Opel;Corsa-C;394;43;b;70614
Opel;Corsa-C;395;55;b;99870
Opel;Corsa-C;396;66;b;6864
Opel;Corsa-C;397;55;d;1572
Opel;Corsa-C;416;48;d;758
Opel;Corsa-C;420;92;b;1814
Opel;Corsa-C;519;44;b;44539
Opel;Corsa-C;520;51;d;7408
Opel;Corsa-C;521;66;b;3516
Opel;Corsa-C;522;74;d;1031
Opel;Corsa-C;534;59;b;43740
Opel;Corsa-E;ACM;66;b;204
Opel;Corsa-E;ACO;85;b;259
Opel;Corsa-E;ACP;51;b;6239
Opel;Corsa-E;ACR;55;d;147
Opel;Corsa-E;ACW;66;b;6095
Opel;Corsa-E;ACZ;74;b;2224
Opel;Corsa-E;ADB;110;b;903
Opel;Corsa-E;ADC;152;b;323
Opel;Corsa-E;ADD;66;b;924
Opel;Corsa-E;ADE;85;b;614
Opel;Corsa-E;ADF;51;b;6126
Opel;Corsa-E;ADG;55;d;516
Opel;Corsa-E;ADH;70;d;425
Opel;Corsa-E;ADI;66;g;347
Opel;Corsa-E;ADJ;66;b;25182
Opel;Corsa-E;ADL;74;b;6425
Opel;Corsa-E;ADM;110;b;750
Opel;Corsa-E;BBZ;51;b;15345
Opel;Corsa-E;BCA;55;b;314
Opel;Corsa-E;BCB;66;b;63695
Opel;Corsa-E;BCC;66;g;382
Opel;Corsa-E;BCD;74;b;14269
Opel;Corsa-E;BCE;66;b;2135
Opel;Corsa-E;BCF;85;b;2758
Opel;Corsa-E;BCH;55;d;1476
Opel;Corsa-E;BCI;70;d;3292
Opel;Corsa-E;BCJ;51;b;4168
Opel;Corsa-E;BCL;66;b;6521
Opel;Corsa-E;BCN;74;b;2402
Opel;Corsa-E;BCO;66;b;951
Opel;Corsa-E;BCP;85;b;1055
Opel;Corsa-E;BCR;55;d;159
Opel;Corsa-E;BCS;70;d;324
Opel;Corsa-E;BFU;110;b;140
Opel;Corsa-E;BFV;152;b;125
Opel;Corsa-E;BFW;110;b;1117
Opel;Corsa-E;BGP;51;b;15075
Opel;Corsa-E;BGR;66;b;11793
Opel;Corsa-E;BGT;74;b;3410
Opel;Corsa-E;BGU;66;b;616
Opel;Corsa-E;BGV;85;b;640
Opel;Corsa-E;BGW;152;b;1216
Opel;Corsa-E;BGX;55;d;560
Opel;Corsa-E;BGY;70;d;490
Opel;Corsa-E;BGZ;110;b;1107
Opel;Crossland X;ADS;96;b;8844
Opel;Crossland X;ADT;81;b;14722
Opel;Crossland X;ADU;60;b;2183
Opel;Crossland X;ADV;73;d;370
Opel;Crossland X;ADW;88;d;448
Opel;Crossland X;AIN;61;b;493
Opel;Crossland X;AIO;75;d;127
Opel;Crossland X;BIZ;60;b;1314
Opel;Crossland X;BJA;81;b;2116
Opel;Crossland X;BJB;96;b;1256
Opel;Crossland X;BJE;88;d;451
Opel;Frontera-B;370;85;d;1216
Opel;Frontera-B;371;100;b;2091
Opel;Frontera-B;372;151;b;774
Opel;Frontera-B;468;88;d;967
Opel;Gl;880;74;b;691
Opel;Grandland X;AAM;88;d;1856
Opel;Grandland X;AAN;96;b;11933
Opel;Grandland X;AHD;130;d;2157
Opel;Grandland X;AHG;96;d;977
Opel;Grandland X;BLB;88;d;335
Opel;Grandland X;BLC;96;b;353
Opel;Gse;556;132;b;439
Opel;Gsi;673;85;b;298
Opel;Gsi;773;110;b;383
Opel;Gt-A-L;455;66;b;1888
Opel;Insignia;AJR;85;b;640
Opel;Insignia;AJS;103;b;1799
Opel;Insignia;AJT;81;d;122
Opel;Insignia;AJU;96;d;725
Opel;Insignia;AJV;118;d;1378
Opel;Insignia;AJW;162;b;647
Opel;Insignia;AJX;162;b;155
Opel;Insignia;AJY;191;b;278
Opel;Insignia;AKF;132;b;488
Opel;Insignia;AKT;239;b;106
Opel;Insignia Limousine Hb;APR;118;d;2312
Opel;Insignia Limousine Hb;APS;118;d;848
Opel;Insignia Limousine Hb;APU;132;b;400
Opel;Insignia Limousine Hb;APV;162;b;481
Opel;Insignia Limousine Hb;APW;162;b;112
Opel;Insignia Limousine Hb;APX;191;b;141
Opel;Insignia Limousine Hb;APY;239;b;279
Opel;Insignia Limousine Hb;AQA;118;d;278
Opel;Insignia Limousine Hb;AUR;103;b;131
Opel;Insignia Limousine Nb;APH;118;d;1386
Opel;Insignia Limousine Nb;API;132;b;196
Opel;Insignia Limousine Nb;APJ;162;b;180
Opel;Insignia Limousine Nb;APL;191;b;137
Opel;Insignia Limousine Nb;APM;239;b;236
Opel;Insignia Sports Tourer;AJF;85;b;311
Opel;Insignia Sports Tourer;AJG;103;b;3062
Opel;Insignia Sports Tourer;AJH;162;b;1025
Opel;Insignia Sports Tourer;AJI;162;b;568
Opel;Insignia Sports Tourer;AJJ;191;b;586
Opel;Insignia Sports Tourer;AJK;132;b;1545
Opel;Insignia Sports Tourer;AJL;81;d;484
Opel;Insignia Sports Tourer;AJM;118;d;10004
Opel;Insignia Sports Tourer;AJN;96;d;3894
Opel;Insignia Sports Tourer;AKU;239;b;297
Opel;Insignia Sports Tourer Sw;AOQ;118;d;6545
Opel;Insignia Sports Tourer Sw;AOS;132;b;251
Opel;Insignia Sports Tourer Sw;AOT;162;b;577
Opel;Insignia Sports Tourer Sw;AOU;162;b;142
Opel;Insignia Sports Tourer Sw;AOV;162;b;184
Opel;Insignia Sports Tourer Sw;AOW;191;b;358
Opel;Insignia Sports Tourer Sw;AOX;239;b;888
Opel;Insignia Sports Tourer Sw;AOZ;81;d;242
Opel;Insignia Sports Tourer Sw;APB;118;d;12689
Opel;Insignia Sports Tourer Sw;APC;118;d;1743
Opel;Insignia Sports Tourer Sw;APD;96;d;658
Opel;Insignia Sports Tourer Sw;AUH;103;b;1431
Opel;Insignia Sports Tourer Sw;AUW;132;b;360
Opel;Insignia Sports Tourer Sw;AUY;184;b;271
Opel;Insignia Grand Sport;AAA;103;b;671
Opel;Insignia Grand Sport;AAB;121;b;2543
Opel;Insignia Grand Sport;AAD;100;d;890
Opel;Insignia Grand Sport;AAE;191;b;1091
Opel;Insignia Grand Sport;AAF;125;d;2367
Opel;Insignia Grand Sport;AIA;154;d;576
Opel;Insignia Grand Sport;AJF;147;b;138
Opel;Insignia Grand Sport;BKM;103;b;247
Opel;Insignia Grand Sport;BKN;121;b;772
Opel;Insignia Grand Sport;BKO;191;b;175
Opel;Insignia Grand Sport;BKQ;100;d;288
Opel;Insignia Grand Sport;BKR;125;d;943
Opel;Insignia Limousine Hb;BAJ;125;b;1763
Opel;Insignia Limousine Hb;BAK;120;d;640
Opel;Insignia Limousine Hb;BAM;120;d;487
Opel;Insignia Limousine Hb;BAN;184;b;207
Opel;Insignia Limousine Hb;BAO;103;d;901
Opel;Insignia Limousine Hb;BAP;88;d;204
Opel;Insignia Limousine Hb;BBF;239;b;374
Opel;Insignia Limousine Hb;BEJ;125;d;2498
Opel;Insignia Limousine Hb;BEM;125;d;141
Opel;Insignia Limousine Hb;BFD;88;d;104
Opel;Insignia Limousine Hb;BFG;100;d;851
Opel;Insignia Limousine Nb;BAA;125;b;444
Opel;Insignia Limousine Nb;BAC;120;d;202
Opel;Insignia Limousine Nb;BAG;184;b;128
Opel;Insignia Limousine Nb;BAH;103;d;289
Opel;Insignia Limousine Nb;BBE;239;b;148
Opel;Insignia Limousine Nb;BEK;125;d;243
Opel;Insignia Limousine Nb;BFH;100;d;121
Opel;Insignia Sports Tourer;AAH;103;b;585
Opel;Insignia Sports Tourer;AAI;121;b;3469
Opel;Insignia Sports Tourer;AAJ;191;b;1380
Opel;Insignia Sports Tourer;AAK;125;d;9956
Opel;Insignia Sports Tourer;AAL;125;d;416
Opel;Insignia Sports Tourer;AHQ;81;d;229
Opel;Insignia Sports Tourer;AHR;100;d;2688
Opel;Insignia Sports Tourer;AIB;154;d;1665
Opel;Insignia Sports Tourer;AJG;147;b;217
Opel;Insignia Sports Tourer;BKT;103;b;217
Opel;Insignia Sports Tourer;BKU;121;b;865
Opel;Insignia Sports Tourer;BKV;191;b;186
Opel;Insignia Sports Tourer;BKY;125;d;1199
Opel;Insignia Sports Tourer;BKZ;125;d;289
Opel;Insignia Sports Tourer Sw;ALN;103;b;666
Opel;Insignia Sports Tourer Sw;AOY;81;d;361
Opel;Insignia Sports Tourer Sw;APA;96;d;6506
Opel;Insignia Sports Tourer Sw;AUK;143;d;3304
Opel;Insignia Sports Tourer Sw;AVN;143;d;5217
Opel;Insignia Sports Tourer Sw;AVO;184;b;1001
Opel;Insignia Sports Tourer Sw;AYI;103;g;101
Opel;Insignia Sports Tourer Sw;BAQ;103;b;2030
Opel;Insignia Sports Tourer Sw;BAR;125;b;2815
Opel;Insignia Sports Tourer Sw;BAS;120;d;4745
Opel;Insignia Sports Tourer Sw;BAT;120;d;1303
Opel;Insignia Sports Tourer Sw;BAU;120;d;4733
Opel;Insignia Sports Tourer Sw;BAV;184;b;367
Opel;Insignia Sports Tourer Sw;BAW;103;d;4963
Opel;Insignia Sports Tourer Sw;BAX;88;d;848
Opel;Insignia Sports Tourer Sw;BBG;239;b;1073
Opel;Insignia Sports Tourer Sw;BEL;125;d;15133
Opel;Insignia Sports Tourer Sw;BEO;125;d;1620
Opel;Insignia Sports Tourer Sw;BFF;88;d;555
Opel;Insignia Sports Tourer Sw;BFI;100;d;6523
Opel;Kadett;310;29;b;169
Opel;Kadett-B;315;33;b;314
Opel;Kadett-B-Coupe-F;441;40;b;110
Opel;Kadett-B-L;204;44;b;207
Opel;Kadett-B-L;317;33;b;331
Opel;Kadett-B-L;318;40;b;189
Opel;Kadett-B-L;489;37;b;278
Opel;Kadett-B-Lf;445;33;b;100
Opel;Kadett-C;233;38;b;265
Opel;Kadett-C-Coupe;239;38;b;132
Opel;Kadett-C-L;235;38;b;234
Opel;Kadett-C-L;236;44;b;140
Opel;Kadett-L;311;29;b;118
Opel;Kapitaen-P-L;350;66;b;237
Opel;L;501;44;b;682
Opel;L;516;55;b;549
Opel;L;527;74;b;257
Opel;L;533;55;b;321
Opel;L;534;66;b;277
Opel;L;550;66;b;131
Opel;L;572;44;b;133
Opel;L;575;39;b;238
Opel;L;576;44;b;369
Opel;L;577;44;b;1098
Opel;L;587;81;b;191
Opel;Meriva;AKJ;66;g;123
Opel;Meriva;AMZ;96;d;3181
Opel;Meriva-A;AAA;132;b;514
Opel;Meriva-A;AAB;77;b;81718
Opel;Meriva-A;AAC;55;d;2517
Opel;Meriva-A;AAS;74;d;7297
Opel;Meriva-A;AAT;51;d;123
Opel;Meriva-A;AAU;66;b;37493
Opel;Meriva-A;AAV;74;b;5180
Opel;Meriva-A;AAW;92;b;9069
Opel;Meriva-A;AGX;92;d;1363
Opel;Meriva-B;ALV;74;b;4586
Opel;Meriva-B;AMA;74;d;815
Opel;Mokka;AWT;103;b;6625
Opel;Mokka;AWU;103;b;11862
Opel;Mokka;AWV;85;b;4135
Opel;Mokka;AWW;85;b;11427
Opel;Mokka;AWX;96;d;1422
Opel;Mokka;AWY;96;d;4200
Opel;Mokka;AWZ;96;d;2740
Opel;Mokka;AXA;96;d;7228
Opel;Mokka;BAY;103;b;45266
Opel;Mokka;BBO;103;g;543
Opel;Mokka;BEG;100;d;10273
Opel;Mokka;BEI;100;d;3709
Opel;Mokka;BHB;81;d;385
Opel;Mokka X;AAR;103;b;1655
Opel;Mokka X;AAS;112;b;2177
Opel;Mokka X;AAT;85;b;1925
Opel;Mokka X;AAU;103;b;21137
Opel;Mokka X;AAV;103;g;234
Opel;Mokka X;AAW;100;d;381
Opel;Mokka X;AAX;81;d;142
Opel;Mokka X;AAY;100;d;1325
Opel;Mokka X;AII;88;b;411
Opel;Mokka X;BIK;112;b;3334
Opel;Mokka X;BIO;103;g;196
Opel;Mokka X;BIP;103;b;24736
Opel;Mokka X;BIQ;103;b;2477
Opel;Mokka X;BIR;85;b;3663
Opel;Mokka X;BIS;81;d;358
Opel;Mokka X;BIT;100;d;3489
Opel;Mokka X;BIU;100;d;1010
Opel;Movano;ABK;107;d;162
Opel;Movano;ARP;92;d;471
Opel;Movano;ARQ;107;d;474
Opel;Movano;AYG;110;d;141
Opel;Movano;BEB;81;d;139
Opel;Manta-A-L;483;50;b;127
Opel;Meriva;BBY;70;d;747
Opel;Meriva-A;481;64;b;11124
Opel;Meriva-A;482;74;b;56103
Opel;Meriva-A;483;92;b;8976
Opel;Meriva-A;484;55;d;780
Opel;Meriva-A;516;74;d;7046
Opel;Meriva-A;538;66;b;14151
Opel;Meriva-A;543;51;d;169
Opel;Mv6;909;155;b;527
Opel;Mv6;914;155;b;228
Opel;Olympia Rek.C Cou.;370;66;b;239
Opel;Olympia Rekord P;351;37;b;108
Opel;Olympia Rekord R 3;371;40;b;234
Opel;Olympia 51-Lz;327;29;b;103
Opel;Olympia-P;337;33;b;206
Opel;Omega-B;330;85;b;245
Opel;Omega-B;331;100;b;2895
Opel;Omega-B;332;125;b;1404
Opel;Omega-B;333;155;b;1209
Opel;Omega-B;382;106;b;6023
Opel;Omega-B;412;132;b;1182
Opel;Omega-B;415;88;d;239
Opel;Omega-B;424;160;b;818
Opel;Omega-B;434;110;d;222
Opel;Omega-B-Caravan;335;85;b;163
Opel;Omega-B-Caravan;336;100;b;2819
